id,domain,concept,definition,model_answer,expected_answer,normalized_answer,consistent
132,Procedural Concepts,Rule,"A **rule** is an established principle, instruction, or guideline that governs behavior, procedure, or operation within a particular system, game, or context. It defines what is permissible, required, or forbidden, and often outlines how something should be done or how a system functions.",no,no,no,True
133,Procedural Concepts,Policy,"**Policy:** A set of principles, rules, or guidelines adopted by an organization or government to systematically guide decisions and actions in order to achieve specific outcomes or address particular issues.",yes,yes,yes,True
134,Procedural Concepts,Policy,"A **policy** is a set of principles, rules, guidelines, or a course of action adopted by an organization, government, or individual to guide decisions and achieve specific outcomes or goals.",no,no,no,True
135,Procedural Concepts,Standard,"A **standard** is an established criterion, model, or level of quality or achievement against which something can be measured, judged, or compared.

It represents an agreed-upon norm, a required specification, or a minimum acceptable benchmark, often aimed at ensuring consistency, uniformity, or a desired level of performance.",yes,yes,yes,True
136,Procedural Concepts,Standard,"A standard is an authoritative or generally accepted rule, measure, or model used for comparison, assessment, or as a basis for action. It often defines a required or desired level of quality, performance, or practice.",no,no,no,True
137,Procedural Concepts,Checklist,"A checklist is a list of items, tasks, or actions to be systematically verified, completed, or marked off, typically used to ensure consistency, completeness, or adherence to a standard.",yes,yes,yes,True
138,Procedural Concepts,Checklist,"A checklist is a list of items, tasks, steps, or criteria designed to be verified, completed, or ensured. It serves as a memory aid and a tool to ensure completeness, consistency, and accuracy in a process or activity by allowing each point to be marked off once addressed.",no,no,no,True
139,Procedural Concepts,Plan,**Plan:** An intended course of action designed to achieve a specific goal or objective.,no,yes,no,False
140,Procedural Concepts,Plan,A plan is a predetermined course of action or a structured set of steps designed to achieve a specific goal or objective.,no,no,no,True
141,Procedural Concepts,Schedule,"A schedule is a **plan** that details a sequence of tasks, events, or activities and specifies the times or dates at which they are intended to occur.",yes,yes,yes,True
142,Procedural Concepts,Schedule,"A schedule is an organized plan that lists a sequence of intended events, tasks, or activities, specifying the times (and often durations or locations) at which they are planned to occur.",no,no,no,True
143,Procedural Concepts,Process,"A **process** is a series of actions or steps performed in a systematic way to achieve a particular outcome, goal, or transformation.",no,yes,no,False
144,Procedural Concepts,Process,"A series of interconnected actions or steps taken to achieve a specific goal or outcome, typically by transforming inputs into outputs.",no,no,no,True
145,Procedural Concepts,Guideline,"A guideline is a principle or recommendation that offers direction or advice on how to act, proceed, or perform a task, typically without being a strictly mandatory rule or policy.",yes,yes,yes,True
146,Procedural Concepts,Guideline,"A guideline is a **recommended instruction or principle** intended to advise on a course of action or to specify a preferred way of achieving an objective.

Unlike a rule or policy, a guideline is typically **not mandatory** but serves as a guide for best practice, consistency, or effective conduct.",no,no,no,True
147,Procedural Concepts,Instruction,"**Instruction:**

An instruction is a command, directive, or piece of information that guides a person or system to perform a specific action, task, or process, often detailing what to do or how to do it.",yes,yes,yes,True
148,Procedural Concepts,Instruction,"**Instruction:** A statement, command, or directive that specifies an action to be performed, provides guidance on how to do something, or explains a procedure.

It typically aims to achieve a particular result or goal, often as part of a sequence of steps.",no,no,no,True
149,Procedural Concepts,Manual,"Here are the two primary definitions for ""Manual"":

1.  **(Adjective)** Pertaining to or performed with the hands or by human physical effort, as opposed to automatic or mechanical.
2.  **(Noun)** A book or document providing instructions, information, or guidance, especially for operating something or performing a task.",yes,yes,yes,True
150,Procedural Concepts,Manual,"**Manual** can be defined in two primary ways:

1.  **As an Adjective:** Pertaining to or performed with the hands, often in contrast to automatic, mechanical, or digital operation.
    *   *Example:* Manual labor, a manual transmission.

2.  **As a Noun:** A book or document providing instructions, guidance, or information, especially for operating, maintaining, or understanding a device, system, or process; an instructional guide.
    *   *Example:* A car manual, a software user manual.",no,no,no,True
151,Procedural Concepts,Workflow Automation,"**Workflow Automation** is the use of technology to automatically execute a series of defined tasks or steps in a business process.

Its primary goal is to streamline operations, reduce manual effort, minimize errors, and improve efficiency, consistency, and speed by setting up rules, triggers, and integrations that enable tasks to flow from one step to the next without human intervention or with minimal oversight.",no,yes,no,False
152,Procedural Concepts,Workflow Automation,"**Workflow Automation** is the use of software and technology to automatically execute a sequence of tasks or steps within a business process, minimizing manual intervention. It typically applies to repetitive, rule-based activities, often triggered by specific events, to improve efficiency, accuracy, speed, and consistency across operations.",no,no,no,True
153,Procedural Concepts,Quality Control,**Quality Control (QC)** is a process involving a set of operational techniques and activities used to ensure products or services meet specified quality standards and requirements by identifying and correcting defects or deviations.,yes,yes,yes,True
154,Procedural Concepts,Quality Control,"**Quality Control (QC)** is a systematic process that involves inspecting, testing, and monitoring products, services, or processes to ensure they meet specified quality criteria or standards. Its primary goal is to identify and correct defects, thereby preventing non-conforming items from reaching the customer.",no,no,no,True
155,Procedural Concepts,Decision Procedure,"A **decision procedure** is an algorithm that takes an instance of a problem as input and, in a finite number of steps, always terminates with a definitive ""yes"" or ""no"" answer. This answer correctly determines whether the input possesses a particular property or satisfies a given condition.

Essentially, it's a guaranteed-to-halt algorithm for solving ""decision problems"" – questions that have a simple true/false or yes/no answer.",no,yes,no,False
156,Procedural Concepts,Decision Procedure,"A **decision procedure** is a computational procedure (or algorithm) that takes an instance of a problem as input and definitively outputs either ""yes"" or ""no"" (or ""true"" or ""false"").

Crucially, it is **guaranteed to terminate** for every possible input, always providing the correct binary answer. A problem for which a decision procedure exists is called a **decidable problem**.",no,no,no,True
157,Procedural Concepts,Verification,"**Verification** is the act or process of confirming that something is true, accurate, valid, or conforms to specified requirements or standards. It typically involves examination, testing, comparison with evidence, or review to establish confidence in its correctness or authenticity.",yes,yes,yes,True
158,Procedural Concepts,Verification,"**Verification** is the process of confirming that something is true, accurate, or compliant with specified requirements. This is typically achieved through examination, evidence, or testing.",no,no,no,True
159,Procedural Concepts,Validation,"**Validation** is the process of establishing the accuracy, correctness, soundness, or legitimacy of something by checking it against a set of criteria, requirements, or accepted standards.",yes,yes,yes,True
160,Procedural Concepts,Validation,"**Validation** is the process of confirming that something is accurate, true, legitimate, or compliant with a set of requirements, standards, or expectations.",no,no,no,True
161,Abstract Properties,Efficiency,"Efficiency is the quality of achieving the desired output or result with the minimum amount of input, resources, effort, or waste.",yes,yes,yes,True
162,Abstract Properties,Efficiency,"**Efficiency** is the ability to achieve a desired output or result with the **minimum expenditure of resources** (such as time, money, energy, or materials) and the **least amount of waste**.",no,no,no,True
163,Abstract Properties,Reliability,"**Reliability** is the ability of a system, product, or measure to perform its intended function consistently and dependably over time, under specified conditions, and without failure.",yes,yes,yes,True
164,Abstract Properties,Reliability,"**Reliability** is the consistency with which a system, product, person, or measurement performs its intended function, delivers expected results, or maintains its characteristic without failure over time and under specified conditions.",no,no,no,True
165,Abstract Properties,Accuracy,"The degree to which information, a measurement, a calculation, or a statement is correct or true, and free from error.",yes,yes,yes,True
166,Abstract Properties,Accuracy,"**Accuracy** is the degree of closeness between a measured, calculated, or stated value and the true or accepted value. It reflects correctness and freedom from error.",no,no,no,True
167,Abstract Properties,Stability,"**Stability:** The quality or state of being resistant to change, disturbance, or breakdown, enabling something to maintain a consistent or equilibrium state.",yes,yes,yes,True
168,Abstract Properties,Stability,"**Stability** is the property of a system or state to resist significant change or disruption, and to maintain or return to a state of equilibrium following a disturbance.",no,no,no,True
169,Abstract Properties,Flexibility,"Flexibility is the ability to adapt or change readily in response to new or changing circumstances, demands, or conditions, without undue difficulty or resistance.",yes,yes,yes,True
170,Abstract Properties,Flexibility,"**Flexibility** is the quality of being able to bend, adapt, or change in response to new conditions, circumstances, or demands.",no,no,no,True
171,Abstract Properties,Robustness,"**Robustness** is the ability of a system, process, or entity to maintain its performance, stability, or intended function despite variations, disturbances, errors, or adverse conditions.",yes,yes,yes,True
172,Abstract Properties,Robustness,"**Robustness** is the ability of a system, process, or entity to maintain its intended performance, functionality, or stability despite the presence of variations, disturbances, errors, or adverse conditions (e.g., internal faults, external changes, unexpected inputs).",no,no,no,True
173,Abstract Properties,Complexity,"**Complexity** is the state or quality of having numerous interconnected parts or factors, making it difficult to fully comprehend, analyze, predict, or manage the overall system or concept.",yes,yes,yes,True
174,Abstract Properties,Complexity,"**Complexity** refers to the characteristic of a system or concept having numerous interconnected elements or components, whose intricate relationships and interactions make it difficult to fully understand, predict, or manage its behavior.",no,no,no,True
175,Abstract Properties,Transparency,"**Transparency** is the principle of openness and clarity, ensuring that information about processes, decisions, and actions is accessible, understandable, and verifiable by relevant stakeholders.",yes,yes,yes,True
176,Abstract Properties,Transparency,"**Transparency** is the principle or practice of operating in such a way that information, processes, and decisions are open, clear, and readily accessible to relevant stakeholders or the public. It aims to foster trust, accountability, and understanding by removing hidden agendas or obscured actions.",no,no,no,True
177,Abstract Properties,Scalability,"**Scalability** is the ability of a system, network, or process to handle a growing amount of work, demand, or users by adding resources or adapting its design, while maintaining performance, efficiency, and stability.",yes,yes,yes,True
178,Abstract Properties,Scalability,"**Scalability** is the ability of a system, process, or organization to handle and perform effectively under an increased or expanding workload, demand, or scope, without significant degradation in performance, efficiency, or cost-effectiveness.",no,no,no,True
179,Abstract Properties,Consistency,"**Consistency** is the quality of maintaining a uniform standard, behavior, or character over time, or the state of being free from contradiction or variation.",yes,yes,yes,True
180,Abstract Properties,Consistency,"Consistency is the quality of maintaining uniformity, regularity, or logical coherence over time or across different instances, without variation or contradiction.",no,no,no,True
181,Abstract Properties,Resilience,"**Resilience:** The ability or capacity to recover and adapt effectively in the face of stress, adversity, trauma, or significant change, thereby maintaining well-being and function.",yes,yes,yes,True
182,Abstract Properties,Resilience,"Resilience is the ability to recover and adapt well to stress, adversity, trauma, or significant change, maintaining or regaining a state of well-being and positive functioning.",no,no,no,True
183,Abstract Properties,Maintainability,"**Maintainability** is the ease with which a system, product, or asset can be modified, repaired, or updated to correct defects, improve performance or other attributes, or adapt to a changed environment or new requirements.

In essence, it measures how easy it is to keep something functional, relevant, and effective over its lifespan.",yes,yes,yes,True
184,Abstract Properties,Maintainability,"**Maintainability** is the ease with which a system, software, or product can be modified to correct defects, improve performance or functionality, or adapt to changes in its environment or requirements.",no,no,no,True
185,Abstract Properties,Usability,"**Usability** refers to the ease with which users can achieve their goals when interacting with a product, system, or service.

More specifically, it measures how effectively, efficiently, and satisfactorily specified users can achieve specific goals in a particular context of use. It encompasses aspects like learnability, efficiency, memorability, error prevention, and user satisfaction.",yes,yes,yes,True
186,Abstract Properties,Usability,"**Usability** is the ease with which users can learn, operate, and be satisfied with a product, system, or interface to achieve their goals effectively and efficiently.",no,no,no,True
187,Abstract Properties,Performance,"**Performance** is the execution of an action, task, or function, typically evaluated by its effectiveness, efficiency, or quality. It can refer to the process itself or the resulting outcome.",yes,yes,yes,True
188,Abstract Properties,Performance,"**Performance** is the execution of a task, action, or function, encompassing both the act itself and the quality, effectiveness, or outcome of that execution.",yes,no,yes,False
189,Abstract Properties,Adaptability,"**Definition:**
The ability to adjust effectively to new or changing conditions, situations, or environments.",yes,yes,yes,True
190,Abstract Properties,Adaptability,"**Definition:**
Adaptability is the ability to adjust and thrive in new or changing environments. It involves flexibility, learning, and effectively modifying responses to suit altered conditions or unexpected challenges.",no,no,no,True
191,Abstract Properties,Durability,"**Durability** is the ability of an object, material, or system to withstand wear, damage, or deterioration from use, stress, or environmental factors over an extended period, while maintaining its intended function and integrity.",yes,yes,yes,True
192,Abstract Properties,Durability,"**Durability** is the ability of a product, material, or system to resist wear, tear, damage, or degradation, and maintain its intended function, integrity, and performance over an extended period or under adverse conditions.",no,no,no,True
193,Abstract Properties,Precision,"**Precision** is the degree to which repeated measurements or calculations under unchanged conditions show the same or very similar results. It reflects the consistency and reproducibility of a set of data, indicating how closely individual measurements cluster together, independent of their proximity to the true or accepted value.",no,yes,no,False
194,Abstract Properties,Precision,"**Precision** refers to the degree to which repeated measurements or calculations under unchanged conditions show the same or similar results. It reflects the **reproducibility and consistency** of a measurement process, regardless of whether the results are close to the true value (which relates to accuracy).",no,no,no,True
195,Abstract Properties,Availability,"**Availability** is the ability of a system, service, or resource to be accessible and functional to authorized users when needed or expected.",yes,yes,yes,True
196,Abstract Properties,Availability,"**Availability** is the characteristic of a system, service, or resource being accessible and fully operational for authorized users or processes when required, ensuring it can perform its intended function.",no,no,no,True
197,Abstract Properties,Responsiveness,"**Responsiveness** is the quality or state of reacting promptly and appropriately to a stimulus, request, or change. It reflects the readiness and ability to acknowledge and act upon input, often characterized by attentiveness, timeliness, and effectiveness.",yes,yes,yes,True
198,Abstract Properties,Responsiveness,"**Responsiveness** is the quality or ability to react quickly and effectively to a stimulus, request, or change.",no,no,no,True
199,Abstract Properties,Efficiency (Process),"**Definition:**

The measure of how effectively a process converts inputs into desired outputs, specifically by maximizing output relative to the resources consumed (e.g., time, money, effort, materials) and minimizing waste.",yes,yes,yes,True
200,Abstract Properties,Efficiency (Process),"**Efficiency (Process):** The measure of how effectively a process transforms inputs (such as time, resources, or effort) into desired outputs or results, with minimal waste.",no,no,no,True
201,Mathematics & Logic,Prime Number,"A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself.
In other words, it is a natural number greater than 1 that has exactly two distinct positive divisors: 1 and the number itself.",yes,yes,yes,True
202,Mathematics & Logic,Prime Number,"A **prime number** is a natural number greater than 1 that has no positive divisors other than 1 and itself.

In simpler terms, it's a whole number greater than 1 that can only be divided evenly by 1 and itself.",no,no,no,True
203,Mathematics & Logic,Even Number,"An even number is an integer that is divisible by 2 with no remainder.

**Key Points:**
*   It can be expressed in the form $2k$, where $k$ is an integer.
*   This includes positive numbers (e.g., 2, 4), negative numbers (e.g., -2, -4), and zero.",yes,yes,yes,True
204,Mathematics & Logic,Even Number,**Definition:** An integer that is a multiple of 2.,no,no,no,True
205,Mathematics & Logic,Odd Number,"**Definition:**

An **odd number** is a whole number that is not divisible by 2. When divided by 2, it always leaves a remainder of 1.

It can be expressed in the form **2n + 1**, where n is any integer. Examples include 1, 3, 5, 7, -1, -3.",yes,yes,yes,True
206,Mathematics & Logic,Odd Number,"**Definition:**
An odd number is an integer that, when divided by 2, leaves a remainder of 1. Equivalently, it is an integer that cannot be exactly divided by 2, or an integer that can be expressed in the form $2n + 1$, where $n$ is any integer.",no,no,no,True
207,Mathematics & Logic,Integer,"An integer is a number that can be positive, negative, or zero, and does not have any fractional or decimal parts.

**Examples:** -3, -2, -1, 0, 1, 2, 3
**(Non-examples):** 1.5, -0.7, 2/3, π",yes,yes,yes,True
208,Mathematics & Logic,Integer,"An integer is a whole number that can be positive, negative, or zero, without any fractional or decimal part.",no,no,no,True
209,Mathematics & Logic,Rational Number,"A rational number is any number that can be expressed as a fraction $p/q$, where $p$ and $q$ are integers and $q$ is not equal to zero.

**Key characteristics:**

*   It can always be written as a ratio of two integers.
*   Its decimal expansion either terminates (e.g., $0.5 = 1/2$) or repeats infinitely (e.g., $0.333... = 1/3$).
*   The set of rational numbers is denoted by $\mathbb{Q}$.",yes,yes,yes,True
210,Mathematics & Logic,Rational Number,"A rational number is any number that can be expressed as a fraction $p/q$, where $p$ and $q$ are both integers and $q$ is not equal to zero.

This means rational numbers include all integers, as well as terminating and repeating decimals.",no,no,no,True
211,Mathematics & Logic,Triangle,A **triangle** is a **polygon** defined by **three straight sides** (or edges) and **three vertices** (corners). It is a **two-dimensional** (2D) closed figure.,yes,yes,yes,True
212,Mathematics & Logic,Triangle,A triangle is a two-dimensional polygon with three straight sides and three vertices (corners).,no,no,no,True
213,Mathematics & Logic,Square,A square is a quadrilateral with four equal sides and four right angles.,yes,yes,yes,True
214,Mathematics & Logic,Square,"Definition:
A **square** is a regular quadrilateral, meaning it is a four-sided polygon that has all four sides of equal length and all four interior angles equal to 90 degrees (right angles).",no,no,no,True
215,Mathematics & Logic,Factor,"**Factor:** An integer that divides another integer (its product) evenly, leaving no remainder.

Alternatively, a factor is one of two or more integers that, when multiplied together, produce a given integer.

**Example:** In the equation $3 \times 4 = 12$, both 3 and 4 are factors of 12. The complete set of factors for 12 is 1, 2, 3, 4, 6, and 12.",yes,yes,yes,True
216,Mathematics & Logic,Factor,"A **factor** is a number or algebraic expression that divides another number or expression exactly (without a remainder). Equivalently, it is one of the quantities that are multiplied together to form a product.

**Example:** 2 and 3 are factors of 6 because 2 * 3 = 6.",no,no,no,True
217,Mathematics & Logic,Multiple,"A **multiple** of an integer is the result of multiplying that integer by another integer.

*Alternatively, a number 'A' is a multiple of a number 'B' if 'A' can be divided by 'B' with no remainder.*

**Example:** The multiples of 5 are ..., -10, -5, 0, 5, 10, 15, 20, ... (obtained by multiplying 5 by integers like -2, -1, 0, 1, 2, 3, 4, etc.).",yes,yes,yes,True
218,Mathematics & Logic,Multiple,"**Definition:**
In mathematics, a **multiple** of an integer is a number that can be obtained by multiplying that integer by another integer.

This means that a multiple is perfectly divisible by the original integer without leaving a remainder.

**Example:**
10 is a multiple of 5 because 5 × 2 = 10.
Other multiples of 5 include 0, 5, 15, -5, -10, etc. (since 5 × 0 = 0, 5 × 3 = 15, 5 × -1 = -5).",no,no,no,True
219,Mathematics & Logic,Set,"**Definition:** A set is a well-defined collection of distinct objects or elements.

**Explanation:**
*   **Well-defined:** It must be clear whether any given object belongs to the set or not.
*   **Distinct:** Each object in the collection is unique; there are no duplicate elements.
*   The order of elements within a set does not matter.",no,yes,no,False
220,Mathematics & Logic,Set,"A set is a **well-defined collection of distinct objects (called elements or members)**, where the **order of the elements does not affect the set itself**.

This means:
1.  It is unambiguously clear what belongs to the set and what does not.
2.  Each item in the collection is unique; duplicates are not considered.
3.  The arrangement of the items does not change the set itself.

**Example:** The set `{1, 2, 3}` is the same as `{3, 1, 2}` and contains the same elements as `{1, 1, 2, 3}` (as duplicates are ignored).",no,no,no,True
221,Mathematics & Logic,Subset,"A set A is a **subset** of a set B if and only if every element of A is also an element of B.

It is denoted as A ⊆ B.

This means that A can be smaller than B, or A and B can be the same set. (If A is strictly smaller than B, it's called a ""proper subset""). The empty set (∅) is considered a subset of every set.",yes,yes,yes,True
222,Mathematics & Logic,Subset,"A **subset** is a set whose elements are all contained within another set.

More formally: Set A is a subset of Set B (denoted as $A \subseteq B$) if every element of A is also an element of B.

**Key point:** A set is always considered a subset of itself. If $A \subseteq B$ and $A \neq B$, then A is called a **proper subset** of B (denoted $A \subset B$).",no,no,no,True
223,Mathematics & Logic,Equation,"An equation is a mathematical statement that asserts the equality of two expressions, joined by an equals sign (=).

**Key characteristics:**

*   It states that the value of the expression on one side of the equals sign is the same as the value of the expression on the other side.
*   It often contains one or more variables (unknowns) and constants.
*   The primary goal in solving an equation is typically to find the value(s) of the variable(s) that make the statement true.

**Example:**
$2x + 5 = 11$ (Here, $2x+5$ is one expression, $11$ is the other, and they are stated to be equal.)",yes,yes,yes,True
224,Mathematics & Logic,Equation,"An equation is a mathematical statement that shows two expressions are equal, separated by an equals sign (=).",no,no,no,True
225,Mathematics & Logic,Inequality,"**Inequality** is the state of not being equal, signifying a disparity or difference in condition, quantity, status, or opportunity. It represents an imbalance where elements are not equivalent, often implying an unfair distribution, particularly in social or economic contexts.",yes,yes,yes,True
226,Mathematics & Logic,Inequality,"**Inequality** is a state or condition of not being equal, especially in terms of size, quantity, value, status, or opportunity.

*   **In mathematics**, it refers to a relation indicating that two values or expressions are different (e.g., using symbols like <, >, ≤, ≥, ≠).
*   **More broadly**, particularly in social and economic contexts, it denotes disparities in wealth, income, treatment, or power among individuals or groups within a society.",no,no,no,True
227,Mathematics & Logic,Function,A function is a **relation** or a **rule** that assigns to each element of one set (called the **domain**) **exactly one** element of another set (called the **codomain**).,yes,yes,yes,True
228,Mathematics & Logic,Function,A function is a relation or rule that maps each element of a given set (the domain) to exactly one element of another set (the codomain or range).,no,no,no,True
229,Mathematics & Logic,Derivative,"The **derivative** of a function measures the instantaneous rate at which the function's value changes with respect to a change in its input variable at a given point. Geometrically, it represents the slope of the tangent line to the function's graph at that specific point, and it is formally defined as the limit of the average rate of change as the interval approaches zero.",yes,yes,yes,True
230,Mathematics & Logic,Derivative,"The **derivative** is a fundamental concept in calculus that measures the instantaneous rate of change of a function's output (dependent variable) with respect to its input (independent variable).

Geometrically, at any given point, it represents the slope of the tangent line to the graph of the function at that point, indicating the function's steepness and direction of change.",no,no,no,True
231,Mathematics & Logic,Probability,Probability is a quantitative measure of the likelihood that a specific event will occur in a random experiment or process. It is expressed as a number between 0 (representing impossibility) and 1 (representing certainty).,yes,yes,yes,True
232,Mathematics & Logic,Probability,"**Probability** is a numerical measure of the likelihood that an event will occur, expressed as a number between 0 and 1.

*   A probability of 0 indicates the event is impossible.
*   A probability of 1 indicates the event is certain.
*   Values between 0 and 1 represent varying degrees of likelihood.",no,no,no,True
233,Mathematics & Logic,Mean,"The **mean**, also known as the **arithmetic mean** or **average**, is a measure of central tendency calculated by summing all values in a dataset and then dividing by the total number of values.",yes,yes,yes,True
234,Mathematics & Logic,Mean,"**Definition:**

The **mean**, also known as the arithmetic average, is a measure of central tendency calculated by summing all values in a dataset and then dividing that sum by the total count of values. It represents a single, representative value for the entire set.",no,no,no,True
235,Mathematics & Logic,Median,"The median is the **middle value** in a dataset when the values are arranged in ascending or descending order.

*   If there is an **odd** number of data points, the median is the single middle value.
*   If there is an **even** number of data points, the median is the average (mean) of the two middle values.",yes,yes,yes,True
236,Mathematics & Logic,Median,"The **Median** is a measure of central tendency that represents the middle value of a dataset when it is ordered from least to greatest (or greatest to least).

It effectively divides the dataset into two equal halves, with half the values falling below it and half above.

**Specifically:**
*   If there is an **odd** number of data points, the Median is the single middle value.
*   If there is an **even** number of data points, the Median is the average of the two middle values.",no,no,no,True
237,Mathematics & Logic,Angle,"An angle is a geometric figure formed by two rays (or line segments or lines) that share a common endpoint.

*   The common endpoint is called the **vertex**.
*   The two rays are called the **sides** (or arms) of the angle.
*   It represents the measure of the rotation or the opening between the two rays.",yes,yes,yes,True
238,Mathematics & Logic,Angle,"**Definition:**

An angle is a geometric figure formed by two rays that share a common endpoint. This endpoint is known as the **vertex**, and the two rays are called the **sides** (or arms) of the angle. It represents the amount of rotation needed to bring one ray into coincidence with the other, or the measure of the divergence between them.",no,no,no,True
239,Mathematics & Logic,Parallel Lines,"**Definition:**

Parallel lines are two or more straight lines that lie in the same plane and never intersect, maintaining a constant distance from each other.",yes,yes,yes,True
240,Mathematics & Logic,Parallel Lines,"Parallel lines are two distinct lines that lie in the same plane and never intersect each other, no matter how far they are extended.",no,no,no,True
241,Mathematics & Logic,Proof,"A proof is a **logical argument** or **sequence of inferences** that **establishes the truth of a statement** (a theorem, proposition, or claim).

It typically proceeds by **deducing the statement from a set of accepted premises**, such as axioms, definitions, or previously proven theorems, using **valid rules of reasoning**.",yes,yes,yes,True
242,Mathematics & Logic,Proof,"**Definition:**
A proof is a deductive argument that establishes the truth of a statement (a theorem or proposition) by logically deriving it from a set of accepted axioms, definitions, and previously established theorems, using valid rules of inference. Each step in a proof must follow necessarily from the preceding steps or initial assumptions, demonstrating that the conclusion is irrefutably true within its system.",no,no,no,True
243,Mathematics & Logic,Theorem,"A theorem is a statement or proposition in mathematics or logic that has been rigorously proven to be true using a series of logical deductions, based on previously established axioms, postulates, definitions, or other theorems.",yes,yes,yes,True
244,Mathematics & Logic,Theorem,"A theorem is a statement, typically in mathematics, that has been rigorously proven true through logical deduction from a set of axioms (fundamental assumptions) and previously established results or definitions.",no,no,no,True
245,Mathematics & Logic,Axiom,"**Axiom:** A fundamental statement or proposition that is accepted as true without proof within a specific deductive system (e.g., mathematics, logic). It serves as a foundational premise from which other statements (theorems, propositions) are logically derived.",yes,yes,yes,True
246,Mathematics & Logic,Axiom,"An axiom is a fundamental statement or proposition that is accepted as true without proof, serving as a basic premise from which other statements are logically derived within a specific system (such as mathematics or logic).",no,no,no,True
247,Mathematics & Logic,Contradiction,"A direct opposition between two or more statements, ideas, or actions that makes it impossible for them all to be true or valid simultaneously.",no,yes,no,False
248,Mathematics & Logic,Contradiction,"**Contradiction:** A situation, statement, or set of statements in which two or more elements are in direct opposition and cannot logically coexist or both be true at the same time.",no,no,no,True
249,Mathematics & Logic,Implication,"**Implication** refers to a conclusion or consequence that is suggested or necessarily follows from something, even if not explicitly stated. It represents a logical relationship, often in the form of ""if P, then Q,"" where the truth of P necessitates the truth of Q.",yes,yes,yes,True
250,Mathematics & Logic,Implication,"**Implication** primarily refers to a logical relationship where the truth of one statement (the antecedent) guarantees the truth of another (the consequent), often expressed as 'if P, then Q'. More broadly, it also signifies a likely consequence or an unstated meaning suggested by something.",no,no,no,True
251,Common Nouns,Amphibian,"An **amphibian** is a cold-blooded vertebrate animal that typically lives both on land and in water. They are characterized by moist, glandular skin and usually undergo a metamorphosis from an aquatic larval stage (with gills) to a terrestrial or semi-aquatic adult stage (with lungs).",yes,yes,yes,True
252,Common Nouns,Amphibian,"Amphibians are ectothermic (cold-blooded) vertebrates characterized by their ""double life,"" typically living both in water and on land. They generally lay eggs in water, from which aquatic larvae hatch that undergo metamorphosis into their adult, often more terrestrial, form. They possess moist, permeable skin often used for respiration.",no,no,no,True
253,Common Nouns,Mineral,"A mineral is a **naturally occurring**, **inorganic solid** with a **definite chemical composition** and an **ordered internal atomic structure (crystalline structure)**.",no,yes,no,False
254,Common Nouns,Mineral,"A mineral is a naturally occurring, inorganic solid with a definite chemical composition and an ordered internal atomic structure (crystalline structure).",no,no,no,True
255,Common Nouns,Continent,"A continent is one of Earth's principal, very large landmasses, distinctly separated from others by oceans or extensive bodies of water, and typically including its adjacent islands.",no,yes,no,False
256,Common Nouns,Continent,"A continent is a large, continuous landmass on Earth, constituting one of the planet's principal divisions. It encompasses not only the dry land above sea level but also its submerged continental shelf, and is generally defined by oceans or significant geographical features.",no,no,no,True
257,Common Nouns,Ocean,"**Ocean:** A vast, continuous body of saltwater that covers most of the Earth's surface, typically divided into several large named regions such as the Pacific, Atlantic, Indian, Southern, and Arctic Oceans.",yes,yes,yes,True
258,Common Nouns,Ocean,"An ocean is a vast, continuous body of saltwater that covers the majority of Earth's surface, forming a single global interconnected system.",no,no,no,True
259,Common Nouns,Planetary Moon,A **planetary moon** is a natural satellite that orbits a planet or dwarf planet.,yes,yes,yes,True
260,Common Nouns,Planetary Moon,A planetary moon is a natural celestial body that orbits a planet. It is also known as a natural satellite.,no,no,no,True
261,Common Nouns,Vehicle Engine,"A vehicle engine is a machine designed to convert an energy source (typically the chemical energy of fuel through combustion) into mechanical power, which generates motion to propel a vehicle.",yes,yes,yes,True
262,Common Nouns,Vehicle Engine,"A vehicle engine is a machine, typically housed within a vehicle, that converts energy (most commonly from fuel combustion) into mechanical power to propel the vehicle.",no,no,no,True
263,Common Nouns,Muscle,"**Muscle:** A specialized contractile tissue found in animals, composed of cells (muscle fibers) that shorten to generate force. This force is essential for movement, maintaining posture, and the pumping of blood or the movement of substances within the body. It is categorized into three main types: skeletal, smooth, and cardiac.",yes,yes,yes,True
264,Common Nouns,Muscle,"**Muscle:** A type of biological tissue characterized by its ability to contract powerfully to generate force and produce movement. Composed of specialized cells called muscle fibers, it is essential for functions such as locomotion, maintaining posture, pumping blood, and moving substances within the body. The three main types are skeletal, smooth, and cardiac muscle.",no,no,no,True
265,Common Nouns,Vertebrate,"An animal characterized by the presence of a **vertebral column** (backbone) composed of segmented bones or cartilage called **vertebrae**. This column encloses and protects the **spinal cord**, and vertebrates typically possess an internal skeleton (endoskeleton).",yes,yes,yes,True
266,Common Nouns,Vertebrate,An animal characterized by the presence of a backbone (or spinal column) composed of individual bony or cartilaginous segments called vertebrae.,no,no,no,True
267,Common Nouns,Tool (Cutting),"An implement designed with a sharp edge, blade, or abrasive surface to sever, shape, or remove material from a workpiece.",yes,yes,yes,True
268,Common Nouns,Tool (Cutting),"A **cutting tool** is an implement or device designed to remove material from a workpiece, or to divide it into separate parts, typically by means of a sharp edge or abrasive surface that applies concentrated force to sever or abrade the material.",no,no,no,True
